index,text,similarity_proba,predict_proba,average_proba,similarity_label,predict_label,average_label
23,"Vũ Thuỳ Trâm Thật, đẻ đc là tốt r. Khối đứa chuổng cời cả ngày có đẻ đc ko?",1.1394273553878895,0.4840850532054901,0.8117562042966898,1,0,1
24,Bùi Thị Ánh Nguyệt quá trời đòi hỏi rồi 😂,0.0,0.2652835547924042,0.1326417773962021,0,0,0
25,"Hoy đi nha, hỏng có đốt nhà nữa nha 🤬",1.3673128264654675,0.0211141612380743,0.6942134938517709,1,0,1
26,Lạc Thi mà quan trọng khỉ vàng chuồng kế nó lại còn là con cái....,0.22788547107757787,0.2049031108617782,0.21639429096967805,0,0,0
27,Nguyễn Trang oan cho con mẹ chuồng bên dễ sợ =))),0.22788547107757787,0.8984747529029846,0.5631801119902813,0,1,1
28,Lạc Thi bị mang tiếng mà chưa đc bù đắp miếng nào =)))),0.45577094215515573,0.4625439345836639,0.4591574383694098,0,0,0
29,Trầm cmnc sau sinh rồi ai sé là ngừi cho coan bú đêy. Các bà đồn là đồn ít có ác. Vợ chồng ngừi ta còn chưa ganh nhau thì đã bị ly tán bởi mồm các bà bịa ròi. Mô phật. 🙏🙏,0.9115418843103115,0.992996633052826,0.9522692586815688,1,1,1
30,Con khỉ vàng bên cạnh là khỉ cái mà. Nói vậy mang tiếng gia đình nhà người ta ra 😡,0.0,0.9977920055389404,0.4988960027694702,0,1,0
31,Màu lông ko giống nhưng mặt giống y chang òy,2.5067401818533575,0.5418791770935059,1.5243096794734317,1,1,1
32,"Ôi dào, trỏe sơ sanh chưa biết đc, lớn lên mới biết chính xác nóa giống ai",1.5951982975430454,0.0040508252568542,0.7996245613999499,1,0,1
33,"Yên tâm,lớn lên nó sẽ đổi màu xám thôi😁",0.45577094215515573,0.0878887921571731,0.2718298671561644,0,0,0
34,TIN ĐƯỢC KHÔNG 😱\nHN -Thái Lan tour trọn gói 5N4Đ Kh 22/5 và 26/5 chỉ #6400k,0.45577094215515573,0.0050573772750794,0.23041415971511756,0,0,0
35,Ủa có đính chính là sau này lớn lên nó sẽ thay lông rồi mà. Làm khỉ ban ngày mua vui cho khách xong còn chăm con đã khổ lắm rồi. Đừng nghi ngờ cho con khỉ vàng chuồng bên cạnh nữa được không. Khổ lắm. Thằng bé bị tiếng mà không có miếng nào 😂,0.9115418843103115,0.9795164465904236,0.9455291654503675,1,1,1
36,Bờm Lập khỉ vàng bên cạnh là cái nha 🤣,2.2788547107757795,0.0239478982985019,1.1514013045371407,1,0,1
37,Nguyễn Dương ủa sao hôm trc tôi đọc báo nào kêu thằng bé đực mà 😭. Đúng là lều báo :)))))),0.0,0.9577025771141052,0.4788512885570526,0,1,0
38,Bờm Lập hai chữ trong sạch thần thiếp nói quá nh r 🤫,1.5951982975430454,0.5405592322349548,1.067878764889,1,1,1
39,Con khỉ vàng hàng xóm kia là con cái nhé. Có bài thanh minh hộ rồi :)),1.1394273553878895,0.5063412189483643,0.8228842871681269,1,1,1
40,bs nói lớn lên nó đen lại à anh Ngọc Nhi Ngô,0.45577094215515573,0.0013661711709573,0.2285685566630565,0,0,0
41,Sinh đẻ nuôi con vất vả rồi còn chịu thêm búa rìu dư luận.,2.0509692396982016,0.8127729296684265,1.431871084683314,1,1,1
42,Theo dòng sự kiện,0.9115418843103115,0.0138738937675952,0.4627078890389533,1,0,0
43,Đã bảo con khỉ vàng chuồng bên là cái rồi mà. Cứ đồn hoài. Có tiếng mà ko đc miếng. Cáu :)))),0.0,0.9936122298240662,0.4968061149120331,0,1,0
44,"Gà con vịt con mới sinh cũng màu vàng, lớn mới đổi màu nên mn đừng nghi ngờ nữa, mẹ khỉ sẽ trầm cảm sau sinh mất 🙂",0.22788547107757787,0.0021658693440258,0.11502567021080183,0,0,0
45,Cười 😂😂,0.0,0.99138343334198,0.49569171667099,0,1,0
46,Huỳnh Mai còn idol Đàm Trúc k e 🤣,0.45577094215515573,0.0026004964020103,0.22918571927858303,0,0,0
47,Hồ Ly nó điêu đó c . h chết queo r có ai đối chứng đâu 🤣,1.3673128264654675,0.6768864989280701,1.0220996626967689,1,1,1
48,Huỳnh Mai ôi giời ơi. Chấp niệm của thí chủ sâu k thấy đáy 😔,0.45577094215515573,0.0019521361682564,0.22886153916170607,0,0,0
49,"Biết ngay , nên từ đầu t chỉ biết cười 😂1 lũ toàn khóc thuê cho đứa vớ vẩn",0.45577094215515573,0.8558819890022278,0.6558264655786917,0,1,1
50,Mai Thúy biết gì :))),1.3673128264654675,0.0014352697180584,0.6843740480917629,1,0,1
51,Kiều Anhh Trần biết không tin =))),0.45577094215515573,0.0016122313681989,0.2286915867616773,0,0,0
52,"T méo phe ai cả nên vui vãi cả nồi, lêu lêu mấy đứa khóc ngày khóc đêm cho thằng bất hiếu nhé",0.6836564132327336,0.899793267250061,0.7917248402413973,1,1,1
53,Thế nên coi cái chi trên mạng cũng từ từ suy ngẫm ko ít bữa nó quay xe khét lẹt theo ko kịp đâu,1.8230837686206234,0.2099245339632034,1.0165041512919133,1,0,1
54,Đời sợ nhất gặp những thằng cuồng vì yêu chết vì yêu. Thương thì cũng có đáng thương nhưng Chả hiểu sang lại đáng được tung hô đến vậy,0.9115418843103115,0.9310117959976196,0.9212768401539655,1,1,1
55,"Nhung Bình may chỉ tự tử 1 mình, mèo béo mà đâm chêt người yêu rồi tự tử để bên nhau trọn đời thì ối dồi ôi",1.5951982975430454,0.9280381202697754,1.2616182089064103,1,1,1
56,mà cđm VN rảnh thiệt :)) .,1.3673128264654675,0.9949060678482056,1.1811094471568366,1,1,1
57,May lỗ mũi mình ko có lỗ xỏ khuyên :))),0.6836564132327336,0.0184881277382373,0.35107227048548545,1,0,0
58,Hả dạ vđ :))),1.3673128264654675,0.8898550271987915,1.1285839268321296,1,1,1
59,Vãi cả con chem chép,2.5067401818533575,0.9946011304855348,1.750670656169446,1,1,1
60,Quang Phúc Thức ăn em thả ra hồ tây cho Mèo Gầy giờ sao em? 🙂,0.0,0.5341843366622925,0.26709216833114624,0,1,0
61,Nguyễn Văn Quyết e k có mà ăn lấy mô ra thã a 🥴,0.9115418843103115,0.1829800605773925,0.547260972443852,1,0,1
62,Quang Phúc :))),0.45577094215515573,0.0686942487955093,0.2622325954753325,0,0,0
63,"Có khi mấy đứa nọ khóc thương nay lại xe ""nọ tao đã bảo mấy đứa khóc toàn dở hơi"" 🐧🐧",1.5951982975430454,0.6593112349510193,1.1272547662470322,1,1,1
64,Duy Nguyễn nhanh trí cosplay người ngoài cuộc liền,0.45577094215515573,0.0014488773886114,0.22860990977188356,0,0,0
65,Thấy Việt Nam cũng rảnh vkl,0.0,0.0013937929179519,0.00069689645897595,0,0,0
66,Anh Tú Kiều :))))) m đặt mấy đơn McDonald r nói đi,0.0,0.0186052341014146,0.0093026170507073,0,0,0
67,"V mấy tin nhắn với đàm trúc trước đó thì sao???? Đâu có cập nhật đến tiệm và cãi nhau nhiều lần, chỉ thấy đàm nhắn tin đào mỏ nhiều lần thôi. Cái này tuii thắc mắc thật nha,k phải nghi ngờ 🤨",0.9115418843103115,0.6170817017555237,0.7643117930329175,1,1,1
68,"Còn trẻ chuyện gia đình chắc gì đã lo xong, đi lo cho 1 thằng giời ơi đất hỡi, rồi để bị dắt mũi như mấy con bò. Nhục thay cho những người sinh ra bọn óc c... :))",2.0509692396982016,0.9910981059074402,1.5210336728028209,1,1,1
69,Thanh Vy người trong cuộc mới hiểu người trong kẹt 🤣🤣,0.0,0.1874174624681472,0.0937087312340736,0,0,0
70,Ha Nguyen chúng ta là những ng tỉnh táo 🤣,0.45577094215515573,0.0013944010715931,0.22858267161337442,0,0,0
71,Thịt 🤫🤫🤫,0.45577094215515573,0.1781395077705383,0.316955224962847,0,0,0
72,"Lần đâu lên bài là chuẩn bị kỉ niệm chiến thắng Điện Biên Phủ, lần lên bài đính chính là đúng dịp 19/5 sinh nhật Bác Hồ. Đây là dắt mũi trong dắt mũi đó, tụi bên kia đang tạo drama cho mn quên hết những ngày quan trọng của Đất Nước",0.6836564132327336,0.001408843556419,0.3425326283945763,1,0,0
73,"Trần Quang Vũ ủa, rõ ràng đây là drama trong nước họ. Mình bê về lại kêu nta tạo drama dắt mũi :))",0.9115418843103115,0.0015580909093841,0.4565499876098478,1,0,0
74,Mình có phòng view Mã Pì Lèng nha,0.6836564132327336,0.0013855254510417,0.34252096934188764,1,0,0
75,Mình có phòng view sông Nho Quế,0.45577094215515573,0.0013881603954359,0.2285795512752958,0,0,0
76,Đẹp thật.,0.0,0.150633692741394,0.075316846370697,0,0,0
77,Đào Công Đạt thế à 😎,0.6836564132327336,0.8039987087249756,0.7438275609788546,1,1,1
78,Lần đầu tự bắt xe giường nằm đi đến nơi thuê xe máy tự đi. Lần 2 đi cùng cty. Đúng là tuổi trẻ đi đc cứ đi các bạn ơi. Nhiều cảnh đẹp lắm.,0.6836564132327336,0.1754977852106094,0.42957709922167153,1,0,0
79,Đi Thu Hồng Huệ San,0.45577094215515573,0.4311169385910034,0.44344394037307955,0,0,0
80,Nguyen Anh Tuan tiếp tục đổ đèo à,0.45577094215515573,0.8174320459365845,0.6366014940458701,0,1,1
81,Thu Hồng tag đéo bao giờ thấy con kia vào,0.45577094215515573,0.9023066759109496,0.6790388090330527,0,1,1
82,Nguyen Anh Tuan mình vào đọc r nè,0.45577094215515573,0.0014855404151603,0.22862824128515802,0,0,0
83,Cho đi 10 lần Hà Giang vẫn đi. ❤️❤️❤️,0.45577094215515573,0.0088591119274497,0.23231502704130272,0,0,0
84,Đỗ Thùy Chi đi chứ,0.0,0.0021590350661426,0.0010795175330713,0,0,0
85,Minh Trí đi luôn bh chứ,0.45577094215515573,0.031584620475769,0.24367778131546236,0,0,0
86,Đỗ Thùy Chi cảnh đẹp nhg cung đường thì sợ hãi,0.0,0.0024890217464417,0.00124451087322085,0,0,0
87,Nhất định phải đi cùng ngy 😁😁,0.45577094215515573,0.0014174403622746,0.22859419125871516,0,0,0
88,Hẹn 1 ngày gần nhất,0.0,0.1674576550722122,0.0837288275361061,0,0,0
89,Mê quá,0.9115418843103115,0.0042869113385677,0.4579143978244396,1,0,0
90,Hẹn hà giang đầu tháng sau nhé 😇. 1 mk 1 xe độc hành tây bắc 😃,0.9115418843103115,0.2077691107988357,0.5596554975545736,1,0,1
91,Quản Bạ đấy ròi,0.6836564132327336,0.1880404502153396,0.43584843172403664,1,0,0
92,Kiều rủ ng c cta lên đường đi c ôiiii,0.6836564132327336,0.0066581489518284,0.345157281092281,1,0,0
93,Duong Nguyen khum ai đi Hà Giang 1 lần 😌,0.0,0.0017507241573184,0.0008753620786592,0,0,0
94,Nào đi Thuỳ Dương,0.45577094215515573,0.0015413323417305,0.2286561372484431,0,0,0
95,Hoàng Thanh Chiều lên ngắm cái :),0.45577094215515573,0.0013809095835313,0.22857592586934353,0,0,0
96,Thắm Sữa lên luôn,0.0,0.9560196995735168,0.4780098497867584,0,1,0
97,Ngô Thơm chị àhhhh,0.0,0.2497334331274032,0.1248667165637016,0,0,0
98,Nguyn Ngoc Luyn đợi chị sống sót qua tháng này đã. 😢,1.8230837686206234,0.210280641913414,1.0166822052670188,1,0,1
99,Nấm Pu đi HG ko? em đèo chị đi =)),0.45577094215515573,0.5909627676010132,0.5233668548780844,0,1,1
100,"Khánh Linh Vũ Thị Chị đi 1 mình đi, anhiu đèo em",0.0,0.302067369222641,0.1510336846113205,0,0,0
101,Nấm Pu chị thì kinh dồi 😀,0.45577094215515573,0.9766191840171814,0.7161950630861685,0,1,1
102,Sa sờ pa,0.22788547107757787,0.4226638972759247,0.32527468417675126,0,0,0
103,Nguyễn Hoàng Duy Bảo,0.9115418843103115,0.0027335355989634,0.45713770995463743,1,0,0
104,Hoa Nhu Dang lên kèo đi má,0.9115418843103115,0.1110963225364685,0.5113191034233899,1,0,1
105,Long Vũ lên đàng\nÀ nhầm\nLên đường,0.45577094215515573,0.4652128219604492,0.46049188205780245,0,0,0
106,Yenngoc Pham lỡ đy rồi đy đây ko,0.45577094215515573,0.1067830696702003,0.281277005912678,0,0,0
107,Tâm Pham làm tờ số đi,1.1394273553878895,0.0015356922522187,0.5704815238200541,1,0,1
108,Ko nhầm thì đây là Hà Giang.,0.0,0.1852341145277023,0.09261705726385115,0,0,0
109,Ngồi đây vẽ thì chill lắm,0.9115418843103115,0.0014583041192963,0.45650009421480386,1,0,0
110,Nguyễn Hà My mê nhò My ơi,0.22788547107757787,0.0410927385091781,0.13448910479337797,0,0,0
111,K phải là k có cảnh đẹp nhưng chất lượng phục vụ thì k mê nổi.,0.22788547107757787,0.0078463358804583,0.11786590347901808,0,0,0
112,Bao giờ con lớn sẽ đi,0.45577094215515573,0.0820946618914604,0.26893280202330805,0,0,0
113,"Trung Anh alo, hình như bạn gọi mình",0.9115418843103115,0.0014380689244717,0.4564899766173916,1,0,0
114,Thảo Chi ngày nào t chả gọi. Trong mơ t còn réo m đi đây này :))),0.0,0.0014846058329567,0.00074230291647835,0,0,0
115,Trung Anh lên cái hẹn nhở =))),0.45577094215515573,0.0014081903500482,0.22858956625260196,0,0,0
116,Thảo Chi haha đi phượt nhé,0.0,0.0014873368199914,0.0007436684099957,0,0,0
117,Trung Anh điiii,0.6836564132327336,0.0013572461903095,0.3425068297115216,1,0,0
118,"👉 Dịch vụ tour trọn gói xe máy, xe ô tô 5 chỗ, 7 chỗ, 16 chỗ, 29 chỗ.\n👉 lái xe người địa phương vui tính, thân thiện, nhiệt tình và am hiểu nền văn hóa dân tộc. Đặc biệt an toàn trên mọi cung đường\n👉 Tư vấn du lịch Hà Giang sđt và zalo: 0344363076",0.0,0.0013901196653023,0.00069505983265115,0,0,0
119,đẹp quá,0.0,0.0023572563659399,0.00117862818296995,0,0,0
120,Mê quá.,1.3673128264654675,0.0101088928058743,0.6887108596356709,1,0,1
121,Ước được đi 1 lần,0.0,0.001358201727271,0.0006791008636355,0,0,0
122,Báo quá con ơi 😅,0.9115418843103115,0.8352712988853455,0.8734065915978284,1,1,1
123,Trần Thị Thu Tươi hết cíu =))),1.1394273553878895,0.923245131969452,1.0313362436786708,1,1,1
124,Đúng là bé ngoan xinh yêu mà bố mẹ nuôi nấng.😂😂😂,0.45577094215515573,0.9183472394943236,0.6870590908247397,0,1,1
125,"Bất hiếu với bố mẹ, có hiếu với zai 😌",2.7346256529309354,0.0014190138317644,1.36802233338135,1,0,1
126,"bố mẹ thì còng lưng chạy thóc,con đi học mong mưa :))",1.1394273553878895,0.001434963545762,0.5704311594668258,1,0,1
127,"mẹ già lọ mọ 3h sáng ra chợ đầu mối mua mc, con gái Nguyễn Linh Giang lên mạng kể với bạng iu mẹ iu bị giời đày 😌",0.45577094215515573,0.9632030129432678,0.7094869775492118,0,1,1
128,Tuấn Nguyễn thức trông con 2 ngày rồi đang hơi điên đấy nhé,0.0,0.2730705440044403,0.13653527200222015,0,0,0
129,Nguyễn Linh Giang khéo sụt nửa lạng r chứ đùa,1.3673128264654675,0.461438775062561,0.9143758007640143,1,0,1
130,Có hiếu với trai quá =)),0.0,0.00148656219244,0.00074328109622,0,0,0
131,Bố mẹ thấy thì lẩm nhẩm câu đứa con trời đánh 🤣,2.9625111240085134,0.9940881729125975,1.9782996484605555,1,1,1
132,Có hiếu với zai quá bây🤣,0.22788547107757787,0.0028842373285442,0.11538485420306104,0,0,0
133,"Chặn hết họ hàng hàng xóm bạn bè thân hữu gần xa, chỉ kết bạn khách du lịch 😆😆😆",0.0,0.0017256891587749,0.00086284457938745,0,0,0
134,Báo con 😂😂😂,0.45577094215515573,0.9653551578521729,0.7105630500036643,0,1,1
135,Thì mưa trên tp chứ ở mưa ở quê đéo đâu mà lo,0.0,0.1408302634954452,0.0704151317477226,0,0,0
136,bố mẹ vất vả phơi thuốc là mà biết viết tắt Stt = status thì cũng lạ đấy.,2.0509692396982016,0.1224334612488746,1.086701350473538,1,0,1
137,"Thế giờ ở quê nắng vỡ mồm ra nắng cả năm đéo mưa cho lại há mồm ra, phơi cả tháng cả năm à, toàn đăng những thứ vớ vẩn , toàn thể loại thần kinh kêu có Hiếu vs zai",0.0,0.9854932427406312,0.4927466213703156,0,1,0
138,Cơn mưa của em gái ước không một chúc ảnh hưởng gì với cái nắng như đổ lửa ở quê hết á,0.0,0.0517015643417835,0.02585078217089175,0,0,0
139,Mạnh dạn đoán quê Tiên Lãng- Hải Phòng,0.9115418843103115,0.213858425617218,0.5627001549637647,1,0,1
140,Nguyễn Văn Hà hoặc là Vĩnh Bảo,0.0,0.4441229701042175,0.22206148505210874,0,0,0
141,Nga Nguyen nói đến thuốc lào mà ở HP thì mấy ai nói Vĩnh Bảo đâu e,0.45577094215515573,0.0014153212541714,0.22859313170466355,0,0,0
142,a lào à :)). vì anh nuôi em lớn khôn,0.0,0.0014278697781264,0.0007139348890632,0,0,0
143,Ủa mưa ở thành phố thì liên quan gì đến thuốc lào của bme ở quê. Ở quê k mưa nha 😆,0.22788547107757787,0.0075035751797258,0.11769452312865183,0,0,0
144,Nghiệt ngã :))))),0.9115418843103115,0.0084167178720235,0.45997930109116747,1,0,0
145,Tỉnh đi connn,0.0,0.0017013257602229,0.00085066288011145,0,0,0
146,Mưa to mà lại vơi bớt là như nào 🙄,0.9115418843103115,0.6238058805465698,0.7676738824284406,1,1,1
147,"Thì mưa ở thành phố, nắng to ở quê... nghĩ nhiều quá",0.0,0.0013852074043825,0.00069260370219125,0,0,0
148,Ở quê nắng ở tp mưa là đc gòyy,0.0,0.0013849264942109,0.00069246324710545,0,0,0
149,Mưa ở thành phố thôi mà,0.0,0.2272638529539108,0.1136319264769554,0,0,0
150,Nhét mẹ nó vào bụng kaka,0.6836564132327336,0.9871425628662108,0.8353994880494722,1,1,1
151,Thành phố mưa còn ở quê nắng😆,0.0,0.0013677268289029,0.00068386341445145,0,0,0
152,quê với tp chả liên quan qq gì với nhau cả.,0.6836564132327336,0.9749221205711364,0.8292892669019349,1,1,1
153,Tương tác nhé Chửi Thuê,0.45577094215515573,0.0014043174451217,0.22858762980013872,0,0,0
154,Nghĩ nó chán,0.22788547107757787,0.6010715961456299,0.41447853361160386,0,1,0
155,Con với cái 😂😂,0.0,0.7806273102760315,0.39031365513801575,0,1,0
156,Ý cô gái là. Mong chỗ con mưa. Còn ở quê k mưa ấy mà😆😆😆,0.0,0.0038086439017206,0.0019043219508603,0,0,0
157,mới sáng :))),0.45577094215515573,0.0013492119032889,0.22856007702922232,0,0,0
158,"Mưa trên thành phố thôi, k ảnh hg gì :))",0.0,0.0516112633049488,0.0258056316524744,0,0,0
159,Hải Phòng k lòng vòng là zậy đó,0.6836564132327336,0.0014638653956353,0.34256013931418444,1,0,0
160,Vũ Thắm Vũ Huyền là các b à 🤣🤣🤣,0.0,0.0141395265236496,0.0070697632618248,0,0,0
161,Dung Dô ê nay em về báo hiếu chị ạ😄,1.3673128264654675,0.0031205958221107,0.6852167111437891,1,0,1
162,Vũ Thắm nghi lắm 🤣🤣🤣,0.0,0.001948119373992,0.000974059686996,0,0,0
163,Luyến Đỗ Thu Uyên Lena đúng không =)))),0.45577094215515573,0.0015022269217297,0.2286365845384427,0,0,0
164,"Huyền My đúng Lena rồi, ko ai khác",0.45577094215515573,0.0013882594648748,0.22857960081001527,0,0,0
165,"Huyền My 😑 khum đúng nha, cuối tuần về sấp mặt làm thuốc",0.0,0.290330708026886,0.145165354013443,0,0,0
166,Dương Khánh Hường chả nhẽ gạch tên khỏi gia phả,0.0,0.2368841469287872,0.1184420734643936,0,0,0
167,Tương tác nhé Chửi Thuê,0.45577094215515573,0.0014043174451217,0.22858762980013872,0,0,0
168,Con với cái... đẻ đau(),1.1394273553878895,0.0445145927369594,0.5919709740624245,1,0,1
169,Nguyen Dinh Loi phải e e còn cầu cho mưa lụt luôn ý,0.45577094215515573,0.8797490000724792,0.6677599711138175,0,1,1
170,Sai thật mà🤣🤣,0.45577094215515573,0.7223629355430603,0.589066938849108,0,1,1
171,Còn em sai ghính,0.45577094215515573,0.0013760573929175,0.22857349977403663,0,0,0
172,Trần Ngọc Trân trân nhắn bạn\n🦧đi :)))))),0.9115418843103115,0.001497816061601,0.45651985018595626,1,0,0
173,Hoàng Thuý Anh dmmmmmmm,0.0,0.9934945702552797,0.4967472851276398,0,1,0
174,Trần Huỳnh Minh Mẫn hay z lắmm🙂,0.0,0.4842182099819183,0.24210910499095914,0,0,0
175,Nguyễn Thị Nhựt z mà cứ bị dụ quài,0.45577094215515573,0.9772477746009828,0.7165093583780693,0,1,1
176,Trần Huỳnh Minh Mẫn,0.45577094215515573,0.0233502797782421,0.23956061096669892,0,0,0
177,Jimmy Tran... Hay ghê 😂,0.22788547107757787,0.0013858962338417,0.11463568365570978,0,0,0
178,Dương Tùng tr oi 😀,0.0,0.0014011393068358,0.0007005696534179,0,0,0
179,Quang Văn anh à :))),0.0,0.0014071179321035,0.00070355896605175,0,0,0
180,Đinh Thảo Vy chạ vậy,0.0,0.002928371541202,0.001464185770601,0,0,0
181,Kim Thy ck c có thế ko🤣,0.6836564132327336,0.0015349495224654,0.3425956813775995,1,0,0
182,Vũ,0.6836564132327336,0.3677220046520233,0.5256892089423785,1,0,1
183,Huyền Trân rỡn mặt,0.22788547107757787,0.0014047400327399,0.11464510555515889,0,0,0
184,Nguyễn Ngọc Phượng Vy clm =)))),1.1394273553878895,0.9976696372032166,1.068548496295553,1,1,1
185,"sao cứ văng vẳng trong đầu ""anh sai rồi cho anh vay 500"" nhỉ",1.8230837686206234,0.0013810698874294,0.9122324192540264,1,0,1
186,Ngôn ngữ càng ngày càng âm ti địa ngục vkl,0.6836564132327336,0.9361549019813538,0.8099056576070437,1,1,1
187,chơi chữ mà sai chính tả thì im mẹ mồm vào,1.3673128264654675,0.9816521406173706,1.1744824835414192,1,1,1
188,Siêu đẹp trai à :)))),0.45577094215515573,0.0014711350668221,0.22862103861098892,0,0,0
189,nhờn vl =))),1.8230837686206234,0.1495801359415054,0.9863319522810644,1,0,1
190,😌 cái đó sai thiệt,0.0,0.0013607705477625,0.00068038527388125,0,0,0
191,Tao chịu :)),0.22788547107757787,0.0021981543395668,0.11504181270857233,0,0,0
192,Phương Anh nếu sai đẹp chiêu thì chả bao giờ phải xin lỗi cả =)) a được miễn tội,0.9115418843103115,0.0014417313504964,0.45649180783040394,1,0,0
193,Ngài =)),0.45577094215515573,0.0013628118904307,0.2285668770227932,0,0,0
194,Huy Trường =)),0.6836564132327336,0.0014480276731774,0.3425522204529555,1,0,0
195,Thắng Tony đỉnh,0.45577094215515573,0.0013657301897183,0.22856833617243702,0,0,0
196,Nguyễn Đức Cường m xin lỗi t chưa,0.9115418843103115,0.0013702196301892,0.45645605197025035,1,0,0
197,Quynhh Anhh xin lỗi mẹ,0.0,0.001387445256114,0.000693722628057,0,0,0
198,giỡn mặt hả,0.6836564132327336,0.0447117984294891,0.3641841058311114,1,0,0
199,Ngọc đm mày của tương lai à?,0.0,0.9886970520019532,0.4943485260009766,0,1,0
200,Đừng để chồng tao thấy,1.1394273553878895,0.0022119313944131,0.5708196433911513,1,0,1
201,chài ơi chài,1.3673128264654675,0.3277814984321594,0.8475471624488135,1,0,1
202,Thu Trang nghe chưa cưng,0.0,0.0015580746112391,0.00077903730561955,0,0,0
203,Hoang Anh chai điệp siêu hả🤣,1.1394273553878895,0.0013831825926899,0.5704052689902898,1,0,1
204,Thu Trang lui cung đi,0.45577094215515573,0.001361901173368,0.22856642166426186,0,0,0
205,Phạm Minh Hiền sai của ny là này à,0.45577094215515573,0.0014433496398851,0.22860714589752043,0,0,0
206,Đình Duy y hệt văn của m,0.9115418843103115,0.0015547652728855,0.45654832479159846,1,0,0
207,Võ Thuấn Anh tấm nhớ em sao,0.0,0.0015002570580691,0.00075012852903455,0,0,0
208,Hờ hờ 🤡 Hoàng Tiến Đạt,0.45577094215515573,0.8384953141212463,0.647133128138201,0,1,1
209,Hoàng Thùy Linh chứ seo 😎,0.22788547107757787,0.0016561419470235,0.11477080651230068,0,0,0
210,Thu Hường a sai rồi,0.0,0.0013937012990936,0.0006968506495468,0,0,0
211,Kiếp nạn 83. 🙈🙈🙈. Đúng là lũ rãnh rỗi. Để họ tu má ơi.,2.9625111240085134,0.9927858114242554,1.9776484677163844,1,1,1
