comments,label
"Con này bị béo phì, nặng mỡ chứ ko nặng cơ hay sao ý chứ. 200kg mà béo phì dữ vậy",0.9284522933529556
Ác dữ vậy trời 😡,1.2379363911372743
"Cả năm được có 1 mùa, chăm bẵm muốn tàn canh gió lạnh, còng lưng ra. Rồi chưa được gì đã gặp bọn phá hoại, đúng ng ăn tàn phá hại ganh ghét ganh tị nhà ng khác. Nghĩ sướng lắm hay gì ngta cũng phải làm lụng cực lắm mới được mà tụi bây tàn ác vậy",0.9284522933529556
Tàn ác thấy nta có cái ganh muôn đời ngốc đầu kh nỗi 😏,3.0948409778431856
Ác dị trời,0.6189681955686371
thằng dở ng nó rảnh hơi trèo chặt 1600 quả đúng nể hẳn..,2.16638868449023
Ác nhơn vậy,1.2379363911372743
Khốn nạn thế kb,1.8569045867059115
Quy tội hình sự lièn,2.4758727822745485
Khổ ai ác quá,3.4043250756275043
Khốn nạn thật 😤,0.9284522933529556
"Ác qua , thoi điem nay sao con gieo oan nghiệt lam chi vay, lo tu tâm hương thiên đe cuộc đoi dc an yên",1.2379363911372743
Mới đọc trên này xong,0.6189681955686371
"Báo công an đi chứ , bao công sức tiền của mồ hôi của người ta , thất đức !",1.8569045867059115
"Thực ra chắc có xích mích gì đấy, chứ mà bỏ công đi cắt sạch sầu riêng của ng ta thì phải có động cơ hoặc tức dữ lắm. T",0.9284522933529556
Sao ăn gì mà ác quá thế,1.5474204889215928
Sống ác kiểu này thì trả bio mới hết nghiệp đc,3.0948409778431856
"Theo kinh nghiệm làm thám tử 20 năm của mình, chắc do đối thủ cạnh tranh thù ghét thuê người làm rồi 😃",3.4043250756275043
Đứa nào sống khốn nạn quá vậy? 😓😓😓,0.6189681955686371
"Sao là ác ôn vậy chèn, đã tội chưa",2.7853568800588673
"Làm không lo làm, lo đi phá của người khác",1.5474204889215928
Tiểu nhân !,2.4758727822745485
Quá ác ôn. Ngta làm cực khổ bao nhiêu năm mới có 1 vụ thu hoặch vậy mà lỡ lòng nào.... nghiệp quá nghiệp,1.2379363911372743
Mong chính quyền bắt những kẻ phá hoại tài sản của người khác.,3.713809173411823
Đời sao lại có người khốn nạn vậy,3.0948409778431856
Ác quá trời ơi.Bao nhiêu công sức tiền bạc trông chờ hết vào nó😥😥,1.2379363911372743
Sao mà ác vậy trời,2.4758727822745485
Tại sao lại có người tâm địa thế nhỉ,2.16638868449023
Ác thiệt chứ,0.9284522933529556
Ác quá bây ôi,0.6189681955686371
Ác ôn vậy trời,0.6189681955686371
Ác tnay mà cũng sống dc à,0.30948409778431857
Sao mà ác thế,2.16638868449023
Sao mà ác quá,2.16638868449023
5-600 triệu chứ đùa.. thứ thất đức thật sự,1.2379363911372743
Ác độc vậy chời,0.6189681955686371
Sao ác thế chứ nhỉ,1.2379363911372743
Sao ác quá,1.2379363911372743
T ns k có cái ác nào như cái áo này t ghét ghê,2.4758727822745485
Mai Tuấn Chung,0.30948409778431857
Bọn đểu thế nhờ,0.9284522933529556
Quá khonnan rồi,1.2379363911372743
"Chị biết nhà ni không Cẩm Nhung, thôn 8 Eahu",0.0
"Khốn nạn thật , bao nhiêu công sức của ng ta mà...🤦\u200d♂️",1.8569045867059115
phá như quỷ dậy á,1.8569045867059115
Ac qua ban oi,0.9284522933529556
Công an tìm ra ngay ý mà,0.0
Chắc hàng xóm ghanh ghét nhau đây mà,2.4758727822745485
Ủa gia đinh bữa đó đo du lịch,0.0
Nguyễn Ngọc Thiên mấy thằng này chết k có chỗ chôn nè :)),0.30948409778431857
Sống á..c đức mai mốt nghiệp quậy thí bà nha con,0.9284522933529556
Vũ HươngLinh Thùy Lê cạnh tranh ghê vậy,0.9284522933529556
Troi se co mat day qha cua nguoi fA o hay dau nhe se bi qua bao fhoi,1.2379363911372743
c.a ko bắt hã,2.16638868449023
Ác như con thú,2.4758727822745485
ai ác vậy trời con người gian manh quá,4.023293271196142
Đúng ác hơn quỷ,3.4043250756275043
Giờ mới biết làm nông ngoài cực khổ ra còn phải đi canh chừng cái lũ mất dạy này nữa :) riết h VN toàn yêu ma quỷ quái,3.713809173411823
"CA vào cuộc thì cái 1, cho nó đi tù vài năm cho tởn",1.5474204889215928
Trần Thế Lộc,0.30948409778431857
Trương Tiên,0.30948409778431857
"Cạnh tranh lành mạnh đi, chứ làm vầy thất đức lắm",2.7853568800588673
Chắc có thù hằn sâu đậm hay nợ gì r. Lần này bọn nó cắt trái. K chừng lần sau là dạt vỏ. Haiz…..!,2.4758727822745485
Tui sẽ coi như đó là ảnh cưới thật chứ không phải phim,0.6189681955686371
Thuy Anh Nguyen,0.30948409778431857
Máy Trợ Thính Cao Cấp Chính Hãng - Axon,0.0
tội em bé vậy 😔,2.7853568800588673
Bắt ong thì bắt ban đêm chứ nhề,1.5474204889215928
Làm những thứ có dính líu tới môi trường nói chung thì hãy lưu tâm nhiều hơn với trách nhiệm nha 🫤🫤🫤 xin lỗi nói thì dễ nhưng làm thì khó,1.8569045867059115
"Trần đời ai oán, Hải phòng là ko thèm lòng vòng … 😜 😛",0.30948409778431857
"Moẹ mới bị 1 con đốt đã tê tái r, đây cả đàn bay ra thì k biết thế nào luôn",2.16638868449023
hội ong này ko cung biết phân biệt thù và bạn hic Vũ Đức Hùng,1.5474204889215928
"Phá làm gì, để nó ở mấy tháng nó tự bỏ đi mà",2.7853568800588673
chỉ ai bị ong chích rồi mới hiểu cảm giác hắn đau đớn như nào á huhu,0.9284522933529556
Khoan… chị ong nâu nâu nghe e giải thích đã 🥲🥲🥲,0.9284522933529556
chi phí phát sinh tiền viện phí 50tr Anhbạnà KevJose,0.6189681955686371
Do Nhu Ngoc Nguyễn Phương Lan cái the shine hồi cuối năm này chị🤣,0.6189681955686371
Nguyễn Tùng Dương Blackmoon sếp bị chích k? 🤣,0.6189681955686371
Kiện cái Ks,1.2379363911372743
Bùi Công Hoán trình độ bắt ong quá yếu kém e nhỉ,0.9284522933529556
"Nên để biển cảnh báo ở dưới hoặc có người đứng đó. Hơi thiếu trách nhiệm, chủ quan",0.9284522933529556
Rồi mắc cười chỗ nào mà có mấy cái icon cười ha ha vậy...hay lại kêu là auto nữa...nghe chứ em nhỏ lịm đi trong vòng tay mẹ mà xót xa vô cùng,1.8569045867059115
Đúng với câu “hoạ từ trên trời rơi xuống “ Khổ thân em bé nhỏ bị ong đốt 😥,2.7853568800588673
"Việt Nam mình là chúa làm liều, những thứ như an toàn lao động hay giảm thiểu rủi ro chưa bao giờ dc coi trọng cả",0.6189681955686371
Cái này buồn cười lắm hả mng?,0.0
Báo quá báo,1.2379363911372743
Làm ăn như cc,2.7853568800588673
Ong Hải Phòng,0.6189681955686371
Tội em nhỏ,1.5474204889215928
Lần sau gọi Cám Heo 🥲,0.6189681955686371
Nguyễn Như Ngọc,0.9284522933529556
Oan oan tương báo bao giờ hết,0.6189681955686371
Viễn Thông,0.30948409778431857
Bùi Bích Phượng máu khum,1.8569045867059115
Nguyễn Yến,0.0
Lê Trung Hiếu sao đ phá đêm lại đi phá sáng nhỉ,0.9284522933529556
Nguyễn Huỳnh khi Sơn ra tay,0.30948409778431857
F88 02 Trần Hưng Đạo,0.0
Trịnh Quốc Long,0.9284522933529556
Linh Anh =)))),0.30948409778431857
Nguyễn Thanh,0.30948409778431857
vào trang mình nhiều túi xinh,0.6189681955686371
Làm ăn như cc😆,0.9284522933529556
Máy Trợ Thính - Hạnh Phúc.,0.6189681955686371
Nỗi lo cân nặng của các bạn NAM sẽ được “Đập tan” trong 1 nốt nhạc: Giảm ngay 6-8KG. Thông tin ở: facebook.com/\nThuocgiammo.NewL\nishou/ 🙁 ⛑ 🍴,0.6189681955686371
"Chuyện nayd có gì đáng cười sao 😢. Ong đốt nguy hiểm vl ấy, ngày bé bị đốt mà giờ t vẫn còn cái cục đó đây này",1.2379363911372743
Đíu hiểu sao cười sc,0.30948409778431857
Trai đẹp đã hiếm mà chúng ló lại cứ lo tìm hiểu lẫn nhau thế này 🤣🤣,0.9284522933529556
Trai đẹp jo iu nhau hết goy,0.0
Trai đẹp no iu nhau hết rồi bây ơi bây 🙄,0.6189681955686371
Giờ trai đẹp đã hiếm thì chớ chúng còn yêu nhau mới đau 😀,0.30948409778431857
Ai r cũng sẽ iu người cùng giới cả thôi ☺️☺️,0.0
Phạm Văn Toàn đó e. Gym 6 múi kìa 😂,1.5474204889215928
Chúng ta đã loại đc 2 đối thủ nặng ký,1.2379363911372743
"trai đẹp iu nhau, gái đẹp cũng iu nhau, có đứa xấu xấu như mềnh thì lấy ck dc thoai😂😂",0.30948409778431857
Đã xác định từ đầu k phải nam thì đừng tham gia thi Nam Vương chứ. Nhưng nếu sau này mới phát hiện ra giới tính thì k trách đc.,1.5474204889215928
Cũng đẹp đôi 🤣,0.0
Dầu ăn tài trợ chương trình này,0.6189681955686371
"Thế này mà ngày xưa Thánh Cô Cô Bóc lại bảo Ngọc Tình húp P Chà Neo, N Đì O :))",1.2379363911372743
Được bớt đối thủ r ae ơi 🤣,0.6189681955686371
Huỳnh Lan nhìn cơ bắp sợ bay ơi bay,1.5474204889215928
Minh Thu giờ vậy ko đó 😭,0.0
Nguyễn Vũ Linh,0.0
Ngô Hà Linh bảo sao càng ngày càng khó tìm ny :)),0.0
Mai Ngọc 6 múi của em =]],0.6189681955686371
Thái Phương Thanh hỉu gòi hen cưng...,0.30948409778431857
Mất niềm tin vào mấy ông cơ bắp thế nhỉ😂,0.30948409778431857
Cái lùm mía tụi nó,1.2379363911372743
Vừa đẹp vừa giàu lại đi yêu nhao😌,1.2379363911372743
Tiêu chuẩn của Nam\nVương ko cần chuẩn giới tính hả mọi người,1.2379363911372743
"Các c e cứ mê đẹp troai khoai to chưa chắc c ,e nào Sài đc🤭",1.2379363911372743
Mé tập gym cho lắm vào xong 😂,0.6189681955686371
Có khi nào làm việc chung r nảy sinh tình cảm đồng nghiệp thôi ko?,0.9284522933529556
"Nam vương và á vương, họ đẹp quá nên khum con bánh bèo nào làm họ động lòng",1.2379363911372743
"Trai đẹp đã ít , thế mà chúng nó còn yêu nhau nữa 😂",0.30948409778431857
Đàn ông đẹp đã ít\nMà chúng nó toàn iunhau thế lày,1.2379363911372743
Ủa trai giờ yêu nhau lắm vậy. Bộ làm trai thẳng khó thế,1.5474204889215928
Trai đẹp đã ít lại còn iu nhau 🤣,0.9284522933529556
Dời ơi\nBảo sao e tui ế\nVì trai đẹp họ toàn yêu nhau,0.30948409778431857
Giờ chơi bê đê sạch 😀 chắc phải thú vị lém 😂,0.6189681955686371
Cuối cùng là nam hay nữ?,0.30948409778431857
Tiếc thế đã đẹp còn yêu nhau,0.6189681955686371
"Rồi xong, nam vương với nam thần yêu nhau rồi. Mấy chị em tỉnh chưa, hết xỉu lên xỉu xuống chưa?",1.2379363911372743
Nam Vương là phải cong mới chuẩn hả các bác,0.6189681955686371
Này thì ai thụ ai công dị 🌝,0.6189681955686371
Ngta đăng tiktok đùng đùng giờ mới lên nói kkk,1.2379363911372743
đấu kiếm! đứa nào ra máu trước thì thua?,0.9284522933529556
Zai yêu nhau hết tnay bảo sao ế sưng mồmNguyễn Hoài,0.30948409778431857
Kiêu éo gì,1.8569045867059115
Hùng Cường trai đẹp iu nhau hết gòi,0.0
Trang Thu nghe nói vk mê lắm :v,0.6189681955686371
Phương Hằng ủa bạn H phải ko,0.30948409778431857
Khả NyXuân Ngọc khóc ch,0.30948409778431857
Phạm Thúy Duy còn gì là của chúng ta :))),0.30948409778431857
Cỏ Bốn Lá mê ko,1.2379363911372743
"Thu Nguyễn,Huỳnh My,Ngọc Duyên,Trần Tuyết Nhung hỏng",0.0
Body 6 múi họ thuộc về nhau hết rồi.,0.30948409778431857
Trai đẹp đã hiếm rồi giờ lại còn yêu nhau 😂😂😂,0.0
đuma zai đẹp đã hiếm mà họ còn iu nhao nữa trời 😂,0.0
Ngân Thanh Lê ngắm “zai” đẹp đi kìa,0.30948409778431857
Trúc Huỳnh Nguyễn Quỳnh Anh mất niềm tin vào cột sống,0.9284522933529556
"Rầu ghê,trai đẹp đã hiếm mà giờ chúng nó lại yêu nhau nữa ..",0.6189681955686371
Trai đẹp đã ít rồi còn yêu nhau😂,0.0
Đồng giới y nhau chắc thú vị lắm 🤣,0.30948409778431857
đẹp đôi thiệt 😙,0.0
nhìn là thấy ngập lút cán rồi,0.6189681955686371
Rồi tụi nó đi thi xong hốt nhau hết luôn à 😅\nXong lại mất công mướn người duy trì nòi giống nữa sự nghiệp yêu đương của bọn trẻ càng ngày càng cồng kềnh nhỉ 😅 Nguyệt Vũ,2.4758727822745485
Cứ làm ra dáng vẻ nam thần r z ko hà\nChán mí đứa này ghê\nCác nhà dân sô học khỏi lo lắng về vde nhập khẩu cô dâu hay mất cân bằng gtinh nha\nCoa cộng đồng LGBT cân hết,1.5474204889215928
Vũ Linh nhà ngta còn có bạn trai còn Vũ Linh nhà tui thì năm nào cô dì chú bác cũng phải giục cưới đi cho họ hàng còn ăn cỗ,0.30948409778431857
Nữ vương mà lại đi thi Nam vương là sao nhỉ😀,0.30948409778431857
"Loạn hết rồi,có lẽ đây mới là nguồn cơn dẫn đến tận thế,rồi ai đẻ con cho 2 đứa,hay lại vẫn phải nhờ vào đàn bà,nhắm yêu nhau thì tự mà đẻ đi coi đàn bà là cái gì",1.2379363911372743
Sao đẹp trai lại còn yêu nhau vậy 😵\u200d💫😵\u200d💫,0.30948409778431857
Bớt dc 2 đối thủ hehe,1.2379363911372743
"Bảo rồi, zai đẹp nó yêu nhau hết dồi🤣🤣🤣",0.30948409778431857
Gái đẹp thì đầy ra các ô k tìm hiểu mà lại đi tìm hiểu nhau mới chán :)),0.30948409778431857
Hoàng Anh Ngô giải quyết lẹ kiếm anh khác :))),0.30948409778431857
"Ai rồi cũng ⚾, các bạn nam thần nam vương đã chứng minh điều đoá",0.30948409778431857
Chả biết chúng nó yêu nhau kiểu gì?body 6 múi men vậy cơ mà.yêu đương đồng giới chắc đặc biệt lắm,0.6189681955686371
Chán chả muốn nói😂😂😂 Tín Nhiệm,0.0
Trai đẹp nó iu nhau hết ròi,0.0
Trai đẹp giờ toàn yêu nhau. Tiếc,0.9284522933529556
Trai đẹp 6 múu đi đấu kiếm hết gòiii,0.6189681955686371
Bởi h thấy trai đẹp t cũng bớt dựng dựng 😌,0.0
Bích Ngọc Nguyễn thôi ế =))),0.0
đẹp trai iêu nhau hết tui ế luôn rồi,0.0
Này là gay vương chứ sao lại nam vương nhỉ..:))),0.30948409778431857
Đlq nhưng mà sao phải che cái rốn zị mn,1.5474204889215928
"Nga Nguyễn bà cứ mê 6 múi nè 🤣🤣🤣, t nói r, trai càng đẹp càng gay",0.30948409778431857
Zai mà yêu nhau hết thì này thì căng nhỉ😂,0.0
Tại sao lại thích nhuộm vàng 💤,0.0
Tóm lại Nam vương là phải chồng à,0.6189681955686371
Nam vương nhưng sâu thẳm bên trong lại là một cô gái :)),0.9284522933529556
Gòi đã đẹp trai mà còn yêu nhau 😭😭,0.0
Nam vương nhưng lại k hề nam 😂,0.0
Trai đẹp đã hiếm lại còn yêu nhau Thảoo bảo sao ế như tróoo,0.30948409778431857
Đã đẹp trai mà chúng nó còn y nhau 🥲,0.0
"Ông Linh hiền khô à. Sợ ông Tình lợi dụng, mà xem live thấy ông Tình chủ động skinship lắm.",0.9284522933529556
2 vương ( vua ).đã là vua 👑 thì phải dùng kiếm.nhưng kiếm của 2 em lại dính vàng.chứ không phải máu 🩸 🫣,1.2379363911372743
"Mf nhìn chả thấy đẹp j,may mà chúng nó yêu nhau☹️",0.0
Giải tán về quen con gái toy đi Lan Anh Nguyen,0.9284522933529556
Thế làm gì còn giải nam vương,0.6189681955686371
bọn này tìm hiểu có thông ASS xã giao luôn ko nhỉ,2.16638868449023
Đéo hiểu nam vương kiểu gì :))),0.0
"Các chị em cứ đòi trai đẹp làm gì , trai đẹp chúng nó yêu nhu hết rồi ….",0.30948409778431857
Á Vương và Nam Vương thuộc về nheo 🤭,0.6189681955686371
Kinh nghiệm luôn\n1. Trai đẹp => yêu trai đẹp\n2. Trai đẹp => trap,0.0
Trai tử tế yêu nhau hết rồi..sao mấy ông không ra hồn yêu nhau cho phụ nữ chúng t đơ phải khổ không 😂,0.30948409778431857
"Nữ ít, nam thừa\nNên họ yêu nhau\nMà toàn chọn trai đẹp vs nhau cả\nƠ thế hàng dạt mới lấy vk à",0.30948409778431857
Cho chim ăn mứt,1.5474204889215928
1 múi mới là chân ái nha các quý cô 😅,1.2379363911372743
Trai đẹp 6 múi ngta iu nhau hết r 😂,0.6189681955686371
Vl nam vương. Cái này phải gọi là bóng vương,0.9284522933529556
Giờ đổi thành gay vương hay bê đê vương đi,0.9284522933529556
Giờ bống hết cả thôi😳,0.30948409778431857
nhìn có biết ai là B ai la T không,0.9284522933529556
Phải đổi tên là Bê Đê Vương,0.6189681955686371
Lại sớm chiavtay,0.6189681955686371
Rồi ai top ai bot vậy,1.8569045867059115
dzai đấy nhưng k phải gu mềnh☹️,0.6189681955686371
Đàn bà khối cô yêu lại ko để ý lại iu cái loại thông acc .mẹ đẹp để cho gái hưởng đây lại ....,0.0
Ai nghĩ nam tính là thẳng nào 😁,0.6189681955686371
Mất niềm tin trai 6 múi qué kkkkk,0.30948409778431857
có nam có nữ mới nên xuân !,1.5474204889215928
Thế giới này....,0.30948409778431857
Rầu quá ha 😓,0.6189681955686371
Nhìn là Thấy thốn thốn r 😅,1.2379363911372743
Đó giờ tưởng má mì ko á má 🤡,0.30948409778431857
Bớt dc 2 đối thủ,0.6189681955686371
Ko phải tìm gì đâu 2 anh ơi. Mình có cái gì thì người kia cũng có cái đó à :),0.6189681955686371
Trai đẹp jo nó yêu nhau hết rồi bảo sao mình kiếm chồng khó ghê :))),0.0
Toàn 6 múi 😅😅,0.9284522933529556
